tail,private_from,private_basis,date_utc,airport,airport_name,city,region,country,first_heard_utc,last_heard_utc,first_heard_local,sources
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-15,KTEB,Teterboro Airport,Teterboro,US-NJ,US,2025-08-15T16:50:49.590000+00:00,2025-08-15T17:41:51.880000+00:00,2025-08-15 12:50,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-15,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-08-15T22:38:50.180000+00:00,2025-08-15T22:49:28.150000+00:00,2025-08-15 18:38,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-16,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-08-16T10:36:02.520000+00:00,2025-08-16T11:05:20.780000+00:00,2025-08-16 06:36,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-16,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-08-16T21:58:37.120000+00:00,2025-08-16T22:03:35.140000+00:00,2025-08-16 17:58,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-17,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-08-17T21:03:37.030000+00:00,2025-08-17T21:12:39.170000+00:00,2025-08-17 17:03,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-18,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-18T01:24:10.490000+00:00,2025-08-18T01:24:54.620000+00:00,2025-08-17 18:24,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-21,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-21T10:48:08.310000+00:00,2025-08-21T11:22:48.180000+00:00,2025-08-21 03:48,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-21,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-21T18:36:18.460000+00:00,2025-08-21T18:38:07.390000+00:00,2025-08-21 11:36,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-22,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-22T23:07:14.190000+00:00,2025-08-22T23:13:45.430000+00:00,2025-08-22 16:07,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-23,KSDM,Brown Field Municipal Airport,San Diego,US-CA,US,2025-08-23T23:43:56.030000+00:00,2025-08-24T00:43:24.470000+00:00,2025-08-23 16:43,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-24,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-24T01:39:00.570000+00:00,2025-08-24T01:39:17.160000+00:00,2025-08-23 18:39,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-26,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-26T21:17:16.650000+00:00,2025-08-26T21:26:40.680000+00:00,2025-08-26 14:17,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-26,KBZN,Bozeman Yellowstone International Airport,Bozeman,US-MT,US,2025-08-26T23:17:20.680000+00:00,2025-08-27T01:34:15.790000+00:00,2025-08-26 17:17,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-27,KSNA,John Wayne Orange County International Airport,Santa Ana,US-CA,US,2025-08-27T03:48:06.340000+00:00,2025-08-27T04:17:24.750000+00:00,2025-08-26 20:48,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-27,KIWA,Mesa Gateway Airport,Mesa,US-AZ,US,2025-08-27T16:33:25.750000+00:00,2025-08-27T16:57:30.580000+00:00,2025-08-27 09:33,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-27,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-27T19:07:47.270000+00:00,2025-08-27T19:11:26.980000+00:00,2025-08-27 12:07,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-27,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2025-08-27T21:21:06.450000+00:00,2025-08-27T21:57:53.400000+00:00,2025-08-27 15:21,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-27,KAPA,Centennial Airport,Denver,US-CO,US,2025-08-27T23:53:09.550000+00:00,2025-08-28T01:24:49.210000+00:00,2025-08-27 17:53,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-28,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-28T02:46:12.400000+00:00,2025-08-28T02:47:19.510000+00:00,2025-08-27 19:46,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-28,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-08-28T16:20:08.340000+00:00,2025-08-28T16:55:07.170000+00:00,2025-08-28 09:20,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-29,KSMF,Sacramento International Airport,Sacramento,US-CA,US,2025-08-29T03:44:04.980000+00:00,2025-08-29T03:46:31.420000+00:00,2025-08-28 20:44,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-08-30,KSMF,Sacramento International Airport,Sacramento,US-CA,US,2025-08-30T15:03:31.820000+00:00,2025-08-30T15:13:33.270000+00:00,2025-08-30 08:03,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-01,KMHT,Manchester-Boston Regional Airport,Manchester,US-NH,US,2025-09-01T12:16:30.940000+00:00,2025-09-01T12:46:33.220000+00:00,2025-09-01 08:16,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-01,KGLR,Gaylord Regional Airport,Gaylord,US-MI,US,2025-09-01T14:12:04.610000+00:00,2025-09-01T14:12:04.610000+00:00,2025-09-01 10:12,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-01,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-09-01T19:27:26.520000+00:00,2025-09-01T19:28:51.270000+00:00,2025-09-01 12:27,adsb-lol;adsbexchange-samples;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-02,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-09-02T23:12:12.650000+00:00,2025-09-02T23:15:11.320000+00:00,2025-09-02 16:12,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-03,KCLE,Cleveland Hopkins International Airport,Cleveland,US-OH,US,2025-09-03T02:45:59.080000+00:00,2025-09-03T02:49:55.550000+00:00,2025-09-02 22:45,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-03,KCLE,Cleveland Hopkins International Airport,Cleveland,US-OH,US,2025-09-03T16:06:05.060000+00:00,2025-09-03T16:10:23.610000+00:00,2025-09-03 12:06,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-06,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US-FL,US,2025-09-06T00:20:07.480000+00:00,2025-09-06T00:53:22.520000+00:00,2025-09-05 20:20,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-06,KBNA,Nashville International Airport,Nashville,US-TN,US,2025-09-06T02:45:58.550000+00:00,2025-09-06T02:49:41.240000+00:00,2025-09-05 21:45,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-06,KBNA,Nashville International Airport,Nashville,US-TN,US,2025-09-06T13:18:34.510000+00:00,2025-09-06T14:00:47.540000+00:00,2025-09-06 08:18,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-07,KDAL,Dallas Love Field,Dallas,US-TX,US,2025-09-07T00:28:48.790000+00:00,2025-09-07T00:31:45.900000+00:00,2025-09-06 19:28,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-07,KDAL,Dallas Love Field,Dallas,US-TX,US,2025-09-07T16:31:40.290000+00:00,2025-09-07T17:22:53.750000+00:00,2025-09-07 11:31,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-07,KBAZ,New Braunfels National Airport,New Braunfels,US-TX,US,2025-09-07T17:21:02.890000+00:00,2025-09-07T17:22:53.710000+00:00,2025-09-07 12:21,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-07,KBAZ,New Braunfels National Airport,New Braunfels,US-TX,US,2025-09-07T20:57:36.360000+00:00,2025-09-07T21:19:35.010000+00:00,2025-09-07 15:57,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-09,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-09-09T00:30:55.670000+00:00,2025-09-09T01:13:25.930000+00:00,2025-09-08 18:30,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-09,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2025-09-09T02:59:44.510000+00:00,2025-09-09T03:04:46.280000+00:00,2025-09-08 21:59,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-09,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2025-09-09T17:11:34.230000+00:00,2025-09-09T18:01:40.130000+00:00,2025-09-09 12:11,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-09,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-09-09T20:11:42.510000+00:00,2025-09-09T20:13:58.750000+00:00,2025-09-09 14:11,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-10,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-09-10T17:32:35.410000+00:00,2025-09-10T17:58:36.770000+00:00,2025-09-10 11:32,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-11,KPVU,Provo Municipal Airport,Provo,US-UT,US,2025-09-11T00:57:14.480000+00:00,2025-09-11T00:59:39.210000+00:00,2025-09-10 18:57,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-11,KPVU,Provo Municipal Airport,Provo,US-UT,US,2025-09-11T14:08:27.780000+00:00,2025-09-11T14:19:56.970000+00:00,2025-09-11 08:08,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-11,KBAZ,New Braunfels National Airport,New Braunfels,US-TX,US,2025-09-11T19:44:12.200000+00:00,2025-09-11T21:20:50.910000+00:00,2025-09-11 14:44,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-12,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-09-12T05:00:36.840000+00:00,2025-09-12T05:05:00.440000+00:00,2025-09-12 01:00,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-12,KIAD,Washington Dulles International Airport,Dulles,US-VA,US,2025-09-12T15:14:03.450000+00:00,2025-09-12T16:00:30+00:00,2025-09-12 11:14,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-14,KCLT,Charlotte Douglas International Airport,Charlotte,US-NC,US,2025-09-14T18:52:15.210000+00:00,2025-09-14T20:49:32.770000+00:00,2025-09-14 14:52,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-14,KMDW,Chicago Midway International Airport,Chicago,US-IL,US,2025-09-14T22:32:05.450000+00:00,2025-09-14T22:36:20.540000+00:00,2025-09-14 17:32,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-15,KMDW,Chicago Midway International Airport,Chicago,US-IL,US,2025-09-15T17:24:06.150000+00:00,2025-09-15T17:28:39.490000+00:00,2025-09-15 12:24,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-15,KDIJ,Driggs/Reed Memorial Airport,Driggs,US-ID,US,2025-09-15T21:16:13.450000+00:00,2025-09-15T22:35:09.350000+00:00,2025-09-15 15:16,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-15,KSLC,Salt Lake City International Airport,Salt Lake City,US-UT,US,2025-09-15T22:31:48.380000+00:00,2025-09-15T22:35:09.360000+00:00,2025-09-15 16:31,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-16,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2025-09-16T00:27:14.960000+00:00,2025-09-16T00:28:27.980000+00:00,2025-09-15 18:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-16,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2025-09-16T16:52:32.140000+00:00,2025-09-16T16:54:16.460000+00:00,2025-09-16 10:52,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-16,KABE,Lehigh Valley International Airport,Allentown/Bethlehem,US-PA,US,2025-09-16T23:05:58.460000+00:00,2025-09-16T23:09:07.950000+00:00,2025-09-16 19:05,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-17,KABE,Lehigh Valley International Airport,Allentown/Bethlehem,US-PA,US,2025-09-17T16:43:03.410000+00:00,2025-09-17T17:25:46.740000+00:00,2025-09-17 12:43,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-17,KMKE,General Mitchell International Airport,Milwaukee,US-WI,US,2025-09-17T20:45:10.420000+00:00,2025-09-17T20:48:49.460000+00:00,2025-09-17 15:45,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-19,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-09-19T00:16:29.200000+00:00,2025-09-19T00:17:54.180000+00:00,2025-09-18 18:16,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-19,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-09-19T15:35:33.220000+00:00,2025-09-19T16:11:28.650000+00:00,2025-09-19 09:35,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-19,KLNS,Lancaster Airport,Lancaster,US-PA,US,2025-09-19T19:16:51.380000+00:00,2025-09-19T19:18:50.240000+00:00,2025-09-19 15:16,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-20,KLNS,Lancaster Airport,Lancaster,US-PA,US,2025-09-20T16:33:04.340000+00:00,2025-09-20T17:03:45.570000+00:00,2025-09-20 12:33,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-21,KDEN,Denver International Airport,Denver,US-CO,US,2025-09-21T20:46:56.220000+00:00,2025-09-21T21:48:21.490000+00:00,2025-09-21 14:46,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-22,KSUA,Witham Field,Stuart,US-FL,US,2025-09-22T18:22:32.930000+00:00,2025-09-22T19:03:20.390000+00:00,2025-09-22 14:22,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-09-27,KSAV,Savannah Hilton Head International Airport,Savannah,US-GA,US,2025-09-27T21:18:09.230000+00:00,2025-09-27T22:46:15.920000+00:00,2025-09-27 17:18,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-03,KBCT,Boca Raton Airport,Boca Raton,US-FL,US,2025-10-03T18:02:10.190000+00:00,2025-10-03T18:02:18.270000+00:00,2025-10-03 14:02,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-04,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-04T00:44:36.840000+00:00,2025-10-04T00:49:21.440000+00:00,2025-10-03 20:44,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-04,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-04T12:10:02.190000+00:00,2025-10-04T13:07:35.250000+00:00,2025-10-04 08:10,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-06,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2025-10-06T00:30:13.900000+00:00,2025-10-06T03:55:24.750000+00:00,2025-10-05 19:30,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-06,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,US-CA,US,2025-10-06T07:02:25.660000+00:00,2025-10-06T07:05:18.700000+00:00,2025-10-06 00:02,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-06,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,US-CA,US,2025-10-06T18:50:11.450000+00:00,2025-10-06T18:54:47+00:00,2025-10-06 11:50,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-06,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-10-06T20:02:09.120000+00:00,2025-10-06T21:24:01.340000+00:00,2025-10-06 13:02,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-07,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-07T00:27:11.950000+00:00,2025-10-07T00:32:01.240000+00:00,2025-10-06 20:27,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-07,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-07T15:31:14.310000+00:00,2025-10-07T16:02:42.070000+00:00,2025-10-07 11:31,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-07,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-07T20:36:26.780000+00:00,2025-10-07T20:42:00.040000+00:00,2025-10-07 16:36,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-08,KRYY,Cobb County International Airport-McCollum Field,Atlanta,US-GA,US,2025-10-08T14:41:46.990000+00:00,2025-10-08T15:21:58.680000+00:00,2025-10-08 10:41,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-08,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-10-08T21:05:40.910000+00:00,2025-10-08T21:29:56.460000+00:00,2025-10-08 14:05,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-08,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2025-10-08T23:34:00.490000+00:00,2025-10-09T00:07:23.230000+00:00,2025-10-08 17:34,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-09,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-10-09T02:26:10.590000+00:00,2025-10-09T02:29:42.430000+00:00,2025-10-08 19:26,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-09,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2025-10-09T14:38:42.180000+00:00,2025-10-09T14:44:31.870000+00:00,2025-10-09 07:38,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-09,KCRQ,McClellan-Palomar Airport,Carlsbad,US-CA,US,2025-10-09T15:35:45.270000+00:00,2025-10-09T17:38:11.800000+00:00,2025-10-09 08:35,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-10,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2025-10-10T01:14:44.100000+00:00,2025-10-10T01:16:24.970000+00:00,2025-10-09 18:14,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-10,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2025-10-10T16:51:01.930000+00:00,2025-10-10T16:55:19.640000+00:00,2025-10-10 09:51,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-10,KBJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,US,2025-10-10T18:12:07.860000+00:00,2025-10-10T20:05:15.220000+00:00,2025-10-10 12:12,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-10,KJQF,Concord-Padgett Regional Airport,Concord,US-NC,US,2025-10-10T23:52:50.930000+00:00,2025-10-10T23:54:17.150000+00:00,2025-10-10 19:52,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-11,KJQF,Concord-Padgett Regional Airport,Concord,US-NC,US,2025-10-11T12:45:56.580000+00:00,2025-10-11T12:46:26.540000+00:00,2025-10-11 08:45,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-11,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US-MN,US,2025-10-11T15:05:46.690000+00:00,2025-10-11T16:06:50.150000+00:00,2025-10-11 10:05,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2025-10-12,KSTL,St. Louis Lambert International Airport,St Louis,US-MO,US,2025-10-12T14:49:05.610000+00:00,2025-10-12T19:22:20.510000+00:00,2025-10-12 09:49,airplanes-live
